SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/1065,['bow tie' 'backpack' 'swimming trunks' 'water tower' 'Yorkshire terrier' 'gazelle' 'sea cucumber' 'baboon' 'beacon' 'refrigerator'],55.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1065,['bow tie' 'backpack' 'swimming trunks' 'water tower' 'Yorkshire terrier' 'gazelle' 'sea cucumber' 'baboon' 'beacon' 'refrigerator'],52.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1066,['scoreboard' 'American lobster' 'trolleybus' 'brown bear' 'cannon' 'syringe' 'stopwatch' 'refrigerator' 'bathtub' 'remote control'],49.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1066,['scoreboard' 'American lobster' 'trolleybus' 'brown bear' 'cannon' 'syringe' 'stopwatch' 'refrigerator' 'bathtub' 'remote control'],47.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1067,['freight car' 'dam' 'hourglass' 'sewing machine' 'academic gown' 'water jug' 'trolleybus' 'basketball' 'neck brace' 'cliff dwelling'],56.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1067,['freight car' 'dam' 'hourglass' 'sewing machine' 'academic gown' 'water jug' 'trolleybus' 'basketball' 'neck brace' 'cliff dwelling'],56.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1068,['Yorkshire terrier' 'guacamole' 'sewing machine' 'barrel' 'goldfish' 'brass' 'mantis' 'scorpion' 'tarantula' 'mushroom'],55.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1068,['Yorkshire terrier' 'guacamole' 'sewing machine' 'barrel' 'goldfish' 'brass' 'mantis' 'scorpion' 'tarantula' 'mushroom'],57.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1069,['teapot' 'pole' 'lampshade' 'limousine' 'potpie' 'standard poodle' 'dugong' 'bannister' 'beaker' 'organ'],52.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1069,['teapot' 'pole' 'lampshade' 'limousine' 'potpie' 'standard poodle' 'dugong' 'bannister' 'beaker' 'organ'],55.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1070,['alp' 'oboe' 'plate' 'fountain' 'mushroom' 'lion' 'guacamole' 'potpie' 'umbrella' 'pay-phone'],55.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1070,['alp' 'oboe' 'plate' 'fountain' 'mushroom' 'lion' 'guacamole' 'potpie' 'umbrella' 'pay-phone'],61.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1071,['king penguin' 'bucket' 'nail' 'iPod' 'orangutan' 'espresso' 'beaker' 'thatch' 'military uniform' 'projectile'],45.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1071,['king penguin' 'bucket' 'nail' 'iPod' 'orangutan' 'espresso' 'beaker' 'thatch' 'military uniform' 'projectile'],46.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1072,['lemon' 'torch' 'tarantula' 'academic gown' 'remote control' 'miniskirt' 'viaduct' 'pretzel' 'bell pepper' 'dragonfly'],60.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1072,['lemon' 'torch' 'tarantula' 'academic gown' 'remote control' 'miniskirt' 'viaduct' 'pretzel' 'bell pepper' 'dragonfly'],65.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1073,['swimming trunks' 'suspension bridge' 'beer bottle' 'academic gown' 'reel' 'backpack' 'cauliflower' 'alp' 'gasmask' 'jinrikisha'],48.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1073,['swimming trunks' 'suspension bridge' 'beer bottle' 'academic gown' 'reel' 'backpack' 'cauliflower' 'alp' 'gasmask' 'jinrikisha'],50.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1074,['beaker' 'tractor' 'American alligator' 'fly' 'bannister' 'steel arch bridge' 'espresso' 'moving van' 'cougar' 'school bus'],59.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1074,['beaker' 'tractor' 'American alligator' 'fly' 'bannister' 'steel arch bridge' 'espresso' 'moving van' 'cougar' 'school bus'],61.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1075,['comic book' 'nail' 'triumphal arch' 'teddy' 'pop bottle' 'barn' 'acorn' 'sulphur butterfly' 'sea cucumber' 'cliff'],52.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1075,['comic book' 'nail' 'triumphal arch' 'teddy' 'pop bottle' 'barn' 'acorn' 'sulphur butterfly' 'sea cucumber' 'cliff'],54.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1076,['African elephant' 'spiny lobster' 'pizza' 'pole' 'beach wagon' 'bow tie' 'nail' 'broom' 'wooden spoon' 'turnstile'],50.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1076,['African elephant' 'spiny lobster' 'pizza' 'pole' 'beach wagon' 'bow tie' 'nail' 'broom' 'wooden spoon' 'turnstile'],52.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1077,['tailed frog' 'viaduct' 'lifeboat' 'beaker' 'torch' 'brass' 'ice cream' 'dumbbell' 'plate' 'bison'],58.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1077,['tailed frog' 'viaduct' 'lifeboat' 'beaker' 'torch' 'brass' 'ice cream' 'dumbbell' 'plate' 'bison'],58.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1078,['king penguin' 'scorpion' 'school bus' 'iPod' 'mantis' 'Arabian camel' 'umbrella' 'guinea pig' 'broom' 'American alligator'],53.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1078,['king penguin' 'scorpion' 'school bus' 'iPod' 'mantis' 'Arabian camel' 'umbrella' 'guinea pig' 'broom' 'American alligator'],53.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1079,['sulphur butterfly' 'poncho' 'boa constrictor' 'mantis' 'space heater' 'tractor' 'ice lolly' 'bow tie' 'plate' 'black stork'],51.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1079,['sulphur butterfly' 'poncho' 'boa constrictor' 'mantis' 'space heater' 'tractor' 'ice lolly' 'bow tie' 'plate' 'black stork'],57.00%,True,100,25,10,0.00100,0.00,32x32x3
SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/1080,['jellyfish' 'space heater' 'guinea pig' 'projectile' 'trolleybus' 'Persian cat' 'Arabian camel' 'go-kart' 'syringe' 'hog'],49.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1080,['jellyfish' 'space heater' 'guinea pig' 'projectile' 'trolleybus' 'Persian cat' 'Arabian camel' 'go-kart' 'syringe' 'hog'],51.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1081,['water jug' 'German shepherd' 'vestment' 'ox' 'comic book' 'beach wagon' 'plate' 'ice cream' 'freight car' 'lion'],58.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1081,['water jug' 'German shepherd' 'vestment' 'ox' 'comic book' 'beach wagon' 'plate' 'ice cream' 'freight car' 'lion'],59.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1082,['sandal' 'confectionery' 'parking meter' 'hog' 'wok' 'chest' 'school bus' 'apron' 'meat loaf' 'standard poodle'],47.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1082,['sandal' 'confectionery' 'parking meter' 'hog' 'wok' 'chest' 'school bus' 'apron' 'meat loaf' 'standard poodle'],51.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1083,['chest' 'sea slug' 'grasshopper' 'punching bag' 'bee' 'cliff' 'jellyfish' 'binoculars' 'bucket' 'lion'],54.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1083,['chest' 'sea slug' 'grasshopper' 'punching bag' 'bee' 'cliff' 'jellyfish' 'binoculars' 'bucket' 'lion'],59.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1084,['triumphal arch' 'baboon' 'academic gown' 'remote control' 'jinrikisha' 'black widow' 'bathtub' 'sunglasses' 'bow tie' 'plunger'],49.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1084,['triumphal arch' 'baboon' 'academic gown' 'remote control' 'jinrikisha' 'black widow' 'bathtub' 'sunglasses' 'bow tie' 'plunger'],48.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1085,['sewing machine' 'parking meter' 'plunger' 'backpack' 'dumbbell' 'sea cucumber' 'broom' 'barbershop' 'dam' 'kimono'],36.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1085,['sewing machine' 'parking meter' 'plunger' 'backpack' 'dumbbell' 'sea cucumber' 'broom' 'barbershop' 'dam' 'kimono'],41.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1086,['birdhouse' 'trilobite' 'pizza' 'lion' 'American lobster' 'oboe' 'ladybug' 'confectionery' 'binoculars' 'walking stick'],53.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1086,['birdhouse' 'trilobite' 'pizza' 'lion' 'American lobster' 'oboe' 'ladybug' 'confectionery' 'binoculars' 'walking stick'],53.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1087,['Chihuahua' 'tailed frog' 'dugong' 'sock' 'frying pan' 'goldfish' 'American alligator' 'basketball' 'poncho' 'obelisk'],58.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1087,['Chihuahua' 'tailed frog' 'dugong' 'sock' 'frying pan' 'goldfish' 'American alligator' 'basketball' 'poncho' 'obelisk'],63.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1088,['brown bear' 'pretzel' 'kimono' 'sock' 'oboe' 'hourglass' 'golden retriever' 'bathtub' 'mashed potato' 'tractor'],43.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1088,['brown bear' 'pretzel' 'kimono' 'sock' 'oboe' 'hourglass' 'golden retriever' 'bathtub' 'mashed potato' 'tractor'],51.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1089,['miniskirt' 'pop bottle' 'abacus' 'kimono' 'pill bottle' 'wok' 'goldfish' 'lampshade' 'cauliflower' 'mushroom'],45.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1089,['miniskirt' 'pop bottle' 'abacus' 'kimono' 'pill bottle' 'wok' 'goldfish' 'lampshade' 'cauliflower' 'mushroom'],47.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1090,['confectionery' 'banana' 'sombrero' 'dugong' 'convertible' 'steel arch bridge' 'pizza' 'lakeside' 'triumphal arch' 'butcher shop'],60.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1090,['confectionery' 'banana' 'sombrero' 'dugong' 'convertible' 'steel arch bridge' 'pizza' 'lakeside' 'triumphal arch' 'butcher shop'],60.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1091,"['orangutan' 'cardigan' 'sunglasses' 'wooden spoon' 'beer bottle' ""potter's wheel"" 'hog' 'sombrero' 'magnetic compass' 'school bus']",47.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1091,"['orangutan' 'cardigan' 'sunglasses' 'wooden spoon' 'beer bottle' ""potter's wheel"" 'hog' 'sombrero' 'magnetic compass' 'school bus']",45.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1092,['koala' 'abacus' 'Arabian camel' 'pizza' 'syringe' 'sandal' 'sports car' 'baboon' 'king penguin' 'snail'],54.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1092,['koala' 'abacus' 'Arabian camel' 'pizza' 'syringe' 'sandal' 'sports car' 'baboon' 'king penguin' 'snail'],55.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1093,['limousine' 'bow tie' 'bucket' 'ladybug' 'comic book' 'Christmas stocking' 'bathtub' 'scorpion' 'bullet train' 'African elephant'],57.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1093,['limousine' 'bow tie' 'bucket' 'ladybug' 'comic book' 'Christmas stocking' 'bathtub' 'scorpion' 'bullet train' 'African elephant'],58.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1094,['water jug' 'pill bottle' 'umbrella' 'sandal' 'goose' 'sock' 'suspension bridge' 'ice cream' 'dining table' 'bucket'],36.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1094,['water jug' 'pill bottle' 'umbrella' 'sandal' 'goose' 'sock' 'suspension bridge' 'ice cream' 'dining table' 'bucket'],41.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1095,['go-kart' 'Labrador retriever' 'comic book' 'black stork' 'Persian cat' 'snail' 'water jug' 'sulphur butterfly' 'ice lolly' 'tabby'],45.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1095,['go-kart' 'Labrador retriever' 'comic book' 'black stork' 'Persian cat' 'snail' 'water jug' 'sulphur butterfly' 'ice lolly' 'tabby'],48.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1096,['brass' 'sombrero' 'moving van' 'lemon' 'pole' 'dumbbell' 'beacon' 'teddy' 'picket fence' 'guinea pig'],54.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1096,['brass' 'sombrero' 'moving van' 'lemon' 'pole' 'dumbbell' 'beacon' 'teddy' 'picket fence' 'guinea pig'],56.20%,True,100,25,10,0.00100,0.00,32x32x3
random/1097,['beaker' 'bucket' 'tabby' 'pill bottle' 'espresso' 'Chihuahua' 'goldfish' 'freight car' 'broom' 'chimpanzee'],48.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1097,['beaker' 'bucket' 'tabby' 'pill bottle' 'espresso' 'Chihuahua' 'goldfish' 'freight car' 'broom' 'chimpanzee'],52.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1098,['goldfish' 'bighorn' 'Persian cat' 'sandal' 'pole' 'picket fence' 'bullfrog' 'cauliflower' 'potpie' 'gazelle'],56.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1098,['goldfish' 'bighorn' 'Persian cat' 'sandal' 'pole' 'picket fence' 'bullfrog' 'cauliflower' 'potpie' 'gazelle'],52.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1099,['Egyptian cat' 'black widow' 'abacus' 'mashed potato' 'jinrikisha' 'suspension bridge' 'wooden spoon' 'sombrero' 'tailed frog' 'chain'],47.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1099,['Egyptian cat' 'black widow' 'abacus' 'mashed potato' 'jinrikisha' 'suspension bridge' 'wooden spoon' 'sombrero' 'tailed frog' 'chain'],47.40%,True,100,25,10,0.00100,0.00,32x32x3
SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/1100,['freight car' 'coral reef' 'convertible' 'cliff' 'bee' 'monarch' 'poncho' 'walking stick' 'bucket' 'refrigerator'],57.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1100,['freight car' 'coral reef' 'convertible' 'cliff' 'bee' 'monarch' 'poncho' 'walking stick' 'bucket' 'refrigerator'],61.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1101,['gasmask' 'meat loaf' 'bullfrog' 'steel arch bridge' 'Arabian camel' 'beach wagon' 'coral reef' 'Persian cat' 'swimming trunks' 'slug'],57.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1101,['gasmask' 'meat loaf' 'bullfrog' 'steel arch bridge' 'Arabian camel' 'beach wagon' 'coral reef' 'Persian cat' 'swimming trunks' 'slug'],61.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1102,['pole' 'baboon' 'hog' 'sandal' 'trilobite' 'crane' 'cougar' 'spiny lobster' 'trolleybus' 'lemon'],49.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1102,['pole' 'baboon' 'hog' 'sandal' 'trilobite' 'crane' 'cougar' 'spiny lobster' 'trolleybus' 'lemon'],53.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1103,['cliff' 'reel' 'steel arch bridge' 'comic book' 'academic gown' 'German shepherd' 'standard poodle' 'convertible' 'mushroom' 'gondola'],54.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1103,['cliff' 'reel' 'steel arch bridge' 'comic book' 'academic gown' 'German shepherd' 'standard poodle' 'convertible' 'mushroom' 'gondola'],56.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1104,['rocking chair' 'pill bottle' 'koala' 'torch' 'apron' 'pay-phone' 'steel arch bridge' 'poncho' 'trilobite' 'pizza'],53.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1104,['rocking chair' 'pill bottle' 'koala' 'torch' 'apron' 'pay-phone' 'steel arch bridge' 'poncho' 'trilobite' 'pizza'],55.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1105,['king penguin' 'sandal' 'rugby ball' 'space heater' 'beach wagon' 'Christmas stocking' 'CD player' 'grasshopper' 'meat loaf' 'water jug'],54.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1105,['king penguin' 'sandal' 'rugby ball' 'space heater' 'beach wagon' 'Christmas stocking' 'CD player' 'grasshopper' 'meat loaf' 'water jug'],60.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1106,['academic gown' 'snorkel' 'dumbbell' 'spiny lobster' 'apron' 'beer bottle' 'volleyball' 'punching bag' 'neck brace' 'bullfrog'],49.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1106,['academic gown' 'snorkel' 'dumbbell' 'spiny lobster' 'apron' 'beer bottle' 'volleyball' 'punching bag' 'neck brace' 'bullfrog'],45.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1107,['hog' 'boa constrictor' 'sunglasses' 'German shepherd' 'lion' 'king penguin' 'go-kart' 'desk' 'dugong' 'koala'],50.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1107,['hog' 'boa constrictor' 'sunglasses' 'German shepherd' 'lion' 'king penguin' 'go-kart' 'desk' 'dugong' 'koala'],50.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1108,['wooden spoon' 'bullfrog' 'plunger' 'butcher shop' 'alp' 'chest' 'crane' 'pay-phone' 'potpie' 'goldfish'],56.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1108,['wooden spoon' 'bullfrog' 'plunger' 'butcher shop' 'alp' 'chest' 'crane' 'pay-phone' 'potpie' 'goldfish'],58.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1109,['rugby ball' 'birdhouse' 'beacon' 'German shepherd' 'albatross' 'snorkel' 'Yorkshire terrier' 'dumbbell' 'binoculars' 'freight car'],50.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1109,['rugby ball' 'birdhouse' 'beacon' 'German shepherd' 'albatross' 'snorkel' 'Yorkshire terrier' 'dumbbell' 'binoculars' 'freight car'],52.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1110,['barbershop' 'spider web' 'basketball' 'guacamole' 'sombrero' 'meat loaf' 'water tower' 'Egyptian cat' 'refrigerator' 'hourglass'],52.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1110,['barbershop' 'spider web' 'basketball' 'guacamole' 'sombrero' 'meat loaf' 'water tower' 'Egyptian cat' 'refrigerator' 'hourglass'],51.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1111,['cauliflower' 'wooden spoon' 'magnetic compass' 'spiny lobster' 'cliff dwelling' 'sock' 'rugby ball' 'freight car' 'bucket' 'sombrero'],48.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1111,['cauliflower' 'wooden spoon' 'magnetic compass' 'spiny lobster' 'cliff dwelling' 'sock' 'rugby ball' 'freight car' 'bucket' 'sombrero'],55.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1112,['beer bottle' 'mashed potato' 'slug' 'American lobster' 'comic book' 'grasshopper' 'pizza' 'cannon' 'projectile' 'iPod'],52.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1112,['beer bottle' 'mashed potato' 'slug' 'American lobster' 'comic book' 'grasshopper' 'pizza' 'cannon' 'projectile' 'iPod'],51.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1113,['rugby ball' 'cliff dwelling' 'guacamole' 'crane' 'police van' 'koala' 'orangutan' 'Labrador retriever' 'iPod' 'ox'],54.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1113,['rugby ball' 'cliff dwelling' 'guacamole' 'crane' 'police van' 'koala' 'orangutan' 'Labrador retriever' 'iPod' 'ox'],59.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1114,['guacamole' 'wok' 'bow tie' 'plate' 'sombrero' 'bighorn' 'miniskirt' 'water tower' 'fur coat' 'boa constrictor'],44.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1114,['guacamole' 'wok' 'bow tie' 'plate' 'sombrero' 'bighorn' 'miniskirt' 'water tower' 'fur coat' 'boa constrictor'],47.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1115,['sandal' 'albatross' 'American lobster' 'school bus' 'thatch' 'go-kart' 'police van' 'chimpanzee' 'bikini' 'viaduct'],65.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1115,['sandal' 'albatross' 'American lobster' 'school bus' 'thatch' 'go-kart' 'police van' 'chimpanzee' 'bikini' 'viaduct'],64.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1116,['tailed frog' 'sock' 'triumphal arch' 'apron' 'kimono' 'reel' 'cockroach' 'school bus' 'chest' 'Labrador retriever'],50.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1116,['tailed frog' 'sock' 'triumphal arch' 'apron' 'kimono' 'reel' 'cockroach' 'school bus' 'chest' 'Labrador retriever'],51.60%,True,100,25,10,0.00100,0.00,32x32x3
random/1117,['albatross' 'monarch' 'beer bottle' 'syringe' 'dining table' 'cockroach' 'European fire salamander' 'projectile' 'pay-phone' 'pomegranate'],53.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1117,['albatross' 'monarch' 'beer bottle' 'syringe' 'dining table' 'cockroach' 'European fire salamander' 'projectile' 'pay-phone' 'pomegranate'],55.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1118,['thatch' 'school bus' 'drumstick' 'binoculars' 'pomegranate' 'seashore' 'sewing machine' 'hourglass' 'tabby' 'pop bottle'],52.20%,False,100,25,10,0.00100,0.00,32x32x3
random/1118,['thatch' 'school bus' 'drumstick' 'binoculars' 'pomegranate' 'seashore' 'sewing machine' 'hourglass' 'tabby' 'pop bottle'],53.00%,True,100,25,10,0.00100,0.00,32x32x3
random/1119,['Christmas stocking' 'spiny lobster' 'grasshopper' 'gasmask' 'dragonfly' 'go-kart' 'dumbbell' 'rugby ball' 'rocking chair' 'chimpanzee'],53.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1119,['Christmas stocking' 'spiny lobster' 'grasshopper' 'gasmask' 'dragonfly' 'go-kart' 'dumbbell' 'rugby ball' 'rocking chair' 'chimpanzee'],56.40%,True,100,25,10,0.00100,0.00,32x32x3
SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/1120,['dugong' 'chimpanzee' 'bullet train' 'coral reef' 'hog' 'reel' 'bullfrog' 'viaduct' 'bee' 'lemon'],61.00%,False,100,25,10,0.00100,0.00,32x32x3
random/1120,['dugong' 'chimpanzee' 'bullet train' 'coral reef' 'hog' 'reel' 'bullfrog' 'viaduct' 'bee' 'lemon'],60.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1121,['dumbbell' 'parking meter' 'teapot' 'fly' 'magnetic compass' 'abacus' 'coral reef' 'barbershop' 'remote control' 'lampshade'],46.60%,False,100,25,10,0.00100,0.00,32x32x3
random/1121,['dumbbell' 'parking meter' 'teapot' 'fly' 'magnetic compass' 'abacus' 'coral reef' 'barbershop' 'remote control' 'lampshade'],46.80%,True,100,25,10,0.00100,0.00,32x32x3
random/1122,['scorpion' 'miniskirt' 'pizza' 'cockroach' 'gazelle' 'candle' 'altar' 'boa constrictor' 'picket fence' 'potpie'],50.40%,False,100,25,10,0.00100,0.00,32x32x3
random/1122,['scorpion' 'miniskirt' 'pizza' 'cockroach' 'gazelle' 'candle' 'altar' 'boa constrictor' 'picket fence' 'potpie'],54.40%,True,100,25,10,0.00100,0.00,32x32x3
random/1123,['black widow' 'espresso' 'rocking chair' 'barrel' 'bell pepper' 'hog' 'bikini' 'miniskirt' 'dining table' 'wok'],53.80%,False,100,25,10,0.00100,0.00,32x32x3
random/1123,['black widow' 'espresso' 'rocking chair' 'barrel' 'bell pepper' 'hog' 'bikini' 'miniskirt' 'dining table' 'wok'],55.20%,True,100,25,10,0.00100,0.00,32x32x3
