SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/220,['grasshopper' 'walking stick' 'snorkel' 'backpack' 'guinea pig' 'barrel' 'obelisk' 'black stork' 'centipede' 'pill bottle'],54.40%,False,100,25,10,0.00100,0.00,32x32x3
random/220,['grasshopper' 'walking stick' 'snorkel' 'backpack' 'guinea pig' 'barrel' 'obelisk' 'black stork' 'centipede' 'pill bottle'],56.20%,True,100,25,10,0.00100,0.00,32x32x3
random/221,['lesser panda' 'military uniform' 'tabby' 'cash machine' 'kimono' 'king penguin' 'computer keyboard' 'candle' 'sea cucumber' 'rocking chair'],46.80%,False,100,25,10,0.00100,0.00,32x32x3
random/221,['lesser panda' 'military uniform' 'tabby' 'cash machine' 'kimono' 'king penguin' 'computer keyboard' 'candle' 'sea cucumber' 'rocking chair'],46.60%,True,100,25,10,0.00100,0.00,32x32x3
random/222,['sombrero' 'trolleybus' 'albatross' 'cockroach' 'butcher shop' 'convertible' 'meat loaf' 'space heater' 'sulphur butterfly' 'limousine'],62.00%,False,100,25,10,0.00100,0.00,32x32x3
random/222,['sombrero' 'trolleybus' 'albatross' 'cockroach' 'butcher shop' 'convertible' 'meat loaf' 'space heater' 'sulphur butterfly' 'limousine'],61.80%,True,100,25,10,0.00100,0.00,32x32x3
random/223,['seashore' 'bucket' 'desk' 'cliff dwelling' 'suspension bridge' 'broom' 'steel arch bridge' 'viaduct' 'Persian cat' 'refrigerator'],41.40%,False,100,25,10,0.00100,0.00,32x32x3
random/223,['seashore' 'bucket' 'desk' 'cliff dwelling' 'suspension bridge' 'broom' 'steel arch bridge' 'viaduct' 'Persian cat' 'refrigerator'],44.20%,True,100,25,10,0.00100,0.00,32x32x3
random/224,['orange' 'miniskirt' 'tractor' 'goldfish' 'triumphal arch' 'dining table' 'kimono' 'comic book' 'grasshopper' 'iPod'],57.00%,False,100,25,10,0.00100,0.00,32x32x3
random/224,['orange' 'miniskirt' 'tractor' 'goldfish' 'triumphal arch' 'dining table' 'kimono' 'comic book' 'grasshopper' 'iPod'],62.60%,True,100,25,10,0.00100,0.00,32x32x3
random/225,['gazelle' 'butcher shop' 'spider web' 'dugong' 'gasmask' 'fur coat' 'altar' 'thatch' 'bucket' 'lifeboat'],59.00%,False,100,25,10,0.00100,0.00,32x32x3
random/225,['gazelle' 'butcher shop' 'spider web' 'dugong' 'gasmask' 'fur coat' 'altar' 'thatch' 'bucket' 'lifeboat'],62.80%,True,100,25,10,0.00100,0.00,32x32x3
random/226,['wooden spoon' 'stopwatch' 'Chihuahua' 'teddy' 'crane' 'ladybug' 'bullet train' 'wok' 'steel arch bridge' 'nail'],47.80%,False,100,25,10,0.00100,0.00,32x32x3
random/226,['wooden spoon' 'stopwatch' 'Chihuahua' 'teddy' 'crane' 'ladybug' 'bullet train' 'wok' 'steel arch bridge' 'nail'],46.80%,True,100,25,10,0.00100,0.00,32x32x3
random/227,['organ' 'altar' 'barbershop' 'banana' 'American lobster' 'ice lolly' 'wooden spoon' 'sea cucumber' 'cash machine' 'birdhouse'],47.40%,False,100,25,10,0.00100,0.00,32x32x3
random/227,['organ' 'altar' 'barbershop' 'banana' 'American lobster' 'ice lolly' 'wooden spoon' 'sea cucumber' 'cash machine' 'birdhouse'],44.20%,True,100,25,10,0.00100,0.00,32x32x3
random/228,"['Labrador retriever' 'chain' 'lakeside' 'tractor' 'torch' 'golden retriever' 'dam' 'iPod' ""potter's wheel"" 'pretzel']",51.20%,False,100,25,10,0.00100,0.00,32x32x3
random/228,"['Labrador retriever' 'chain' 'lakeside' 'tractor' 'torch' 'golden retriever' 'dam' 'iPod' ""potter's wheel"" 'pretzel']",50.20%,True,100,25,10,0.00100,0.00,32x32x3
random/229,['chain' 'suspension bridge' 'space heater' 'brown bear' 'pill bottle' 'dam' 'jinrikisha' 'sports car' 'refrigerator' 'European fire salamander'],51.40%,False,100,25,10,0.00100,0.00,32x32x3
random/229,['chain' 'suspension bridge' 'space heater' 'brown bear' 'pill bottle' 'dam' 'jinrikisha' 'sports car' 'refrigerator' 'European fire salamander'],56.60%,True,100,25,10,0.00100,0.00,32x32x3
random/230,['academic gown' 'sports car' 'freight car' 'frying pan' 'chimpanzee' 'CD player' 'flagpole' 'lion' 'turnstile' 'ladybug'],69.40%,False,100,25,10,0.00100,0.00,32x32x3
random/230,['academic gown' 'sports car' 'freight car' 'frying pan' 'chimpanzee' 'CD player' 'flagpole' 'lion' 'turnstile' 'ladybug'],67.20%,True,100,25,10,0.00100,0.00,32x32x3
random/231,"['limousine' 'sports car' 'jellyfish' 'spider web' 'wooden spoon' 'espresso' 'ladybug' 'crane' ""potter's wheel"" 'flagpole']",61.00%,False,100,25,10,0.00100,0.00,32x32x3
random/231,"['limousine' 'sports car' 'jellyfish' 'spider web' 'wooden spoon' 'espresso' 'ladybug' 'crane' ""potter's wheel"" 'flagpole']",58.80%,True,100,25,10,0.00100,0.00,32x32x3
random/232,['tractor' 'monarch' 'bikini' 'plate' 'candle' 'lawn mower' 'bullfrog' 'boa constrictor' 'bathtub' 'wooden spoon'],47.40%,False,100,25,10,0.00100,0.00,32x32x3
random/232,['tractor' 'monarch' 'bikini' 'plate' 'candle' 'lawn mower' 'bullfrog' 'boa constrictor' 'bathtub' 'wooden spoon'],49.40%,True,100,25,10,0.00100,0.00,32x32x3
random/233,['viaduct' 'punching bag' 'orangutan' 'teddy' 'fountain' 'brain coral' 'thatch' 'ladybug' 'wooden spoon' 'gazelle'],51.20%,False,100,25,10,0.00100,0.00,32x32x3
random/233,['viaduct' 'punching bag' 'orangutan' 'teddy' 'fountain' 'brain coral' 'thatch' 'ladybug' 'wooden spoon' 'gazelle'],50.60%,True,100,25,10,0.00100,0.00,32x32x3
random/234,['beach wagon' 'triumphal arch' 'cliff dwelling' 'sulphur butterfly' 'teapot' 'nail' 'parking meter' 'coral reef' 'Egyptian cat' 'Labrador retriever'],54.40%,False,100,25,10,0.00100,0.00,32x32x3
random/234,['beach wagon' 'triumphal arch' 'cliff dwelling' 'sulphur butterfly' 'teapot' 'nail' 'parking meter' 'coral reef' 'Egyptian cat' 'Labrador retriever'],54.00%,True,100,25,10,0.00100,0.00,32x32x3
random/235,['moving van' 'black widow' 'scorpion' 'snail' 'computer keyboard' 'mushroom' 'lifeboat' 'CD player' 'golden retriever' 'tabby'],50.60%,False,100,25,10,0.00100,0.00,32x32x3
random/235,['moving van' 'black widow' 'scorpion' 'snail' 'computer keyboard' 'mushroom' 'lifeboat' 'CD player' 'golden retriever' 'tabby'],50.20%,True,100,25,10,0.00100,0.00,32x32x3
random/236,['CD player' 'lawn mower' 'koala' 'neck brace' 'bucket' 'bell pepper' 'vestment' 'albatross' 'moving van' 'brown bear'],56.60%,False,100,25,10,0.00100,0.00,32x32x3
random/236,['CD player' 'lawn mower' 'koala' 'neck brace' 'bucket' 'bell pepper' 'vestment' 'albatross' 'moving van' 'brown bear'],58.60%,True,100,25,10,0.00100,0.00,32x32x3
random/237,['Christmas stocking' 'comic book' 'brass' 'cockroach' 'limousine' 'lakeside' 'Chihuahua' 'standard poodle' 'syringe' 'freight car'],55.80%,False,100,25,10,0.00100,0.00,32x32x3
random/237,['Christmas stocking' 'comic book' 'brass' 'cockroach' 'limousine' 'lakeside' 'Chihuahua' 'standard poodle' 'syringe' 'freight car'],59.20%,True,100,25,10,0.00100,0.00,32x32x3
random/238,['jellyfish' 'remote control' 'guacamole' 'brown bear' 'vestment' 'plunger' 'lawn mower' 'Egyptian cat' 'cardigan' 'hog'],52.40%,False,100,25,10,0.00100,0.00,32x32x3
random/238,['jellyfish' 'remote control' 'guacamole' 'brown bear' 'vestment' 'plunger' 'lawn mower' 'Egyptian cat' 'cardigan' 'hog'],50.20%,True,100,25,10,0.00100,0.00,32x32x3
random/239,['beacon' 'tabby' 'volleyball' 'apron' 'Chihuahua' 'boa constrictor' 'lakeside' 'drumstick' 'pomegranate' 'jellyfish'],53.80%,False,100,25,10,0.00100,0.00,32x32x3
random/239,['beacon' 'tabby' 'volleyball' 'apron' 'Chihuahua' 'boa constrictor' 'lakeside' 'drumstick' 'pomegranate' 'jellyfish'],58.00%,True,100,25,10,0.00100,0.00,32x32x3
SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/240,['teddy' 'sports car' 'lakeside' 'turnstile' 'lesser panda' 'meat loaf' 'Persian cat' 'cardigan' 'iPod' 'pomegranate'],59.60%,False,100,25,10,0.00100,0.00,32x32x3
random/240,['teddy' 'sports car' 'lakeside' 'turnstile' 'lesser panda' 'meat loaf' 'Persian cat' 'cardigan' 'iPod' 'pomegranate'],63.00%,True,100,25,10,0.00100,0.00,32x32x3
random/241,['pizza' 'birdhouse' 'steel arch bridge' 'tailed frog' 'gasmask' 'snail' 'syringe' 'lesser panda' 'gazelle' 'pill bottle'],50.60%,False,100,25,10,0.00100,0.00,32x32x3
random/241,['pizza' 'birdhouse' 'steel arch bridge' 'tailed frog' 'gasmask' 'snail' 'syringe' 'lesser panda' 'gazelle' 'pill bottle'],51.60%,True,100,25,10,0.00100,0.00,32x32x3
random/242,['acorn' 'stopwatch' 'mantis' 'chimpanzee' 'German shepherd' 'lesser panda' 'fly' 'Christmas stocking' 'tabby' 'torch'],52.60%,False,100,25,10,0.00100,0.00,32x32x3
random/242,['acorn' 'stopwatch' 'mantis' 'chimpanzee' 'German shepherd' 'lesser panda' 'fly' 'Christmas stocking' 'tabby' 'torch'],52.00%,True,100,25,10,0.00100,0.00,32x32x3
random/243,['sombrero' 'go-kart' 'gasmask' 'goose' 'turnstile' 'chain' 'cardigan' 'spider web' 'bighorn' 'magnetic compass'],47.80%,False,100,25,10,0.00100,0.00,32x32x3
random/243,['sombrero' 'go-kart' 'gasmask' 'goose' 'turnstile' 'chain' 'cardigan' 'spider web' 'bighorn' 'magnetic compass'],44.40%,True,100,25,10,0.00100,0.00,32x32x3
random/244,['pretzel' 'magnetic compass' 'bucket' 'black stork' 'candle' 'volleyball' 'desk' 'gasmask' 'pomegranate' 'butcher shop'],50.40%,False,100,25,10,0.00100,0.00,32x32x3
random/244,['pretzel' 'magnetic compass' 'bucket' 'black stork' 'candle' 'volleyball' 'desk' 'gasmask' 'pomegranate' 'butcher shop'],53.60%,True,100,25,10,0.00100,0.00,32x32x3
random/245,['beach wagon' 'teddy' 'rocking chair' 'pill bottle' 'dugong' 'orange' 'American lobster' 'punching bag' 'brass' 'suspension bridge'],58.20%,False,100,25,10,0.00100,0.00,32x32x3
random/245,['beach wagon' 'teddy' 'rocking chair' 'pill bottle' 'dugong' 'orange' 'American lobster' 'punching bag' 'brass' 'suspension bridge'],60.60%,True,100,25,10,0.00100,0.00,32x32x3
random/246,['gondola' 'binoculars' 'Yorkshire terrier' 'lakeside' 'cockroach' 'birdhouse' 'lesser panda' 'king penguin' 'sea slug' 'bullfrog'],51.40%,False,100,25,10,0.00100,0.00,32x32x3
random/246,['gondola' 'binoculars' 'Yorkshire terrier' 'lakeside' 'cockroach' 'birdhouse' 'lesser panda' 'king penguin' 'sea slug' 'bullfrog'],54.40%,True,100,25,10,0.00100,0.00,32x32x3
random/247,"['coral reef' 'bathtub' 'bighorn' ""potter's wheel"" 'academic gown' 'jinrikisha' 'grasshopper' 'lesser panda' 'ox' 'wooden spoon']",54.00%,False,100,25,10,0.00100,0.00,32x32x3
random/247,"['coral reef' 'bathtub' 'bighorn' ""potter's wheel"" 'academic gown' 'jinrikisha' 'grasshopper' 'lesser panda' 'ox' 'wooden spoon']",50.00%,True,100,25,10,0.00100,0.00,32x32x3
random/248,['slug' 'orange' 'remote control' 'flagpole' 'fly' 'guinea pig' 'jellyfish' 'cannon' 'sombrero' 'espresso'],57.40%,False,100,25,10,0.00100,0.00,32x32x3
random/248,['slug' 'orange' 'remote control' 'flagpole' 'fly' 'guinea pig' 'jellyfish' 'cannon' 'sombrero' 'espresso'],54.20%,True,100,25,10,0.00100,0.00,32x32x3
random/249,['dining table' 'backpack' 'black widow' 'bighorn' 'koala' 'tabby' 'water tower' 'goldfish' 'German shepherd' 'military uniform'],52.00%,False,100,25,10,0.00100,0.00,32x32x3
random/249,['dining table' 'backpack' 'black widow' 'bighorn' 'koala' 'tabby' 'water tower' 'goldfish' 'German shepherd' 'military uniform'],53.40%,True,100,25,10,0.00100,0.00,32x32x3
random/250,['suspension bridge' 'barbershop' 'trilobite' 'gondola' 'projectile' 'neck brace' 'beaker' 'sandal' 'dugong' 'sock'],50.60%,False,100,25,10,0.00100,0.00,32x32x3
random/250,['suspension bridge' 'barbershop' 'trilobite' 'gondola' 'projectile' 'neck brace' 'beaker' 'sandal' 'dugong' 'sock'],53.60%,True,100,25,10,0.00100,0.00,32x32x3
random/251,['meat loaf' 'guacamole' 'lifeboat' 'steel arch bridge' 'African elephant' 'academic gown' 'Labrador retriever' 'gazelle' 'backpack' 'beaker'],62.80%,False,100,25,10,0.00100,0.00,32x32x3
random/251,['meat loaf' 'guacamole' 'lifeboat' 'steel arch bridge' 'African elephant' 'academic gown' 'Labrador retriever' 'gazelle' 'backpack' 'beaker'],63.80%,True,100,25,10,0.00100,0.00,32x32x3
random/252,['poncho' 'abacus' 'walking stick' 'brown bear' 'scoreboard' 'guinea pig' 'reel' 'dumbbell' 'teddy' 'American lobster'],43.80%,False,100,25,10,0.00100,0.00,32x32x3
random/252,['poncho' 'abacus' 'walking stick' 'brown bear' 'scoreboard' 'guinea pig' 'reel' 'dumbbell' 'teddy' 'American lobster'],47.80%,True,100,25,10,0.00100,0.00,32x32x3
random/253,['guacamole' 'spider web' 'lion' 'dumbbell' 'ice lolly' 'candle' 'miniskirt' 'African elephant' 'lampshade' 'gazelle'],51.40%,False,100,25,10,0.00100,0.00,32x32x3
random/253,['guacamole' 'spider web' 'lion' 'dumbbell' 'ice lolly' 'candle' 'miniskirt' 'African elephant' 'lampshade' 'gazelle'],50.80%,True,100,25,10,0.00100,0.00,32x32x3
random/254,['beach wagon' 'scoreboard' 'CD player' 'snail' 'ice cream' 'Persian cat' 'crane' 'candle' 'bullet train' 'cockroach'],51.80%,False,100,25,10,0.00100,0.00,32x32x3
random/254,['beach wagon' 'scoreboard' 'CD player' 'snail' 'ice cream' 'Persian cat' 'crane' 'candle' 'bullet train' 'cockroach'],55.00%,True,100,25,10,0.00100,0.00,32x32x3
random/255,['black stork' 'bell pepper' 'sombrero' 'cougar' 'gasmask' 'punching bag' 'suspension bridge' 'alp' 'iPod' 'trilobite'],56.40%,False,100,25,10,0.00100,0.00,32x32x3
random/255,['black stork' 'bell pepper' 'sombrero' 'cougar' 'gasmask' 'punching bag' 'suspension bridge' 'alp' 'iPod' 'trilobite'],57.60%,True,100,25,10,0.00100,0.00,32x32x3
random/256,['boa constrictor' 'dumbbell' 'lemon' 'bee' 'snail' 'lion' 'umbrella' 'trolleybus' 'gazelle' 'rugby ball'],54.20%,False,100,25,10,0.00100,0.00,32x32x3
random/256,['boa constrictor' 'dumbbell' 'lemon' 'bee' 'snail' 'lion' 'umbrella' 'trolleybus' 'gazelle' 'rugby ball'],54.20%,True,100,25,10,0.00100,0.00,32x32x3
random/257,['vestment' 'remote control' 'goose' 'space heater' 'guacamole' 'Christmas stocking' 'hourglass' 'plate' 'rugby ball' 'pizza'],59.00%,False,100,25,10,0.00100,0.00,32x32x3
random/257,['vestment' 'remote control' 'goose' 'space heater' 'guacamole' 'Christmas stocking' 'hourglass' 'plate' 'rugby ball' 'pizza'],58.40%,True,100,25,10,0.00100,0.00,32x32x3
random/258,['tarantula' 'lakeside' 'gasmask' 'school bus' 'gazelle' 'mashed potato' 'miniskirt' 'backpack' 'vestment' 'cash machine'],59.60%,False,100,25,10,0.00100,0.00,32x32x3
random/258,['tarantula' 'lakeside' 'gasmask' 'school bus' 'gazelle' 'mashed potato' 'miniskirt' 'backpack' 'vestment' 'cash machine'],56.20%,True,100,25,10,0.00100,0.00,32x32x3
random/259,['American lobster' 'hog' 'cauliflower' 'hourglass' 'lemon' 'barrel' 'rocking chair' 'parking meter' 'neck brace' 'guinea pig'],48.60%,False,100,25,10,0.00100,0.00,32x32x3
random/259,['American lobster' 'hog' 'cauliflower' 'hourglass' 'lemon' 'barrel' 'rocking chair' 'parking meter' 'neck brace' 'guinea pig'],48.20%,True,100,25,10,0.00100,0.00,32x32x3
SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/260,['ice cream' 'cannon' 'bell pepper' 'torch' 'tractor' 'dam' 'Labrador retriever' 'projectile' 'confectionery' 'bullfrog'],54.20%,False,100,25,10,0.00100,0.00,32x32x3
random/260,['ice cream' 'cannon' 'bell pepper' 'torch' 'tractor' 'dam' 'Labrador retriever' 'projectile' 'confectionery' 'bullfrog'],56.40%,True,100,25,10,0.00100,0.00,32x32x3
random/261,['meat loaf' 'syringe' 'crane' 'nail' 'scorpion' 'bell pepper' 'fur coat' 'black widow' 'spider web' 'guinea pig'],51.60%,False,100,25,10,0.00100,0.00,32x32x3
random/261,['meat loaf' 'syringe' 'crane' 'nail' 'scorpion' 'bell pepper' 'fur coat' 'black widow' 'spider web' 'guinea pig'],52.40%,True,100,25,10,0.00100,0.00,32x32x3
random/262,['desk' 'Egyptian cat' 'thatch' 'bullfrog' 'chimpanzee' 'alp' 'cauliflower' 'black stork' 'albatross' 'vestment'],55.60%,False,100,25,10,0.00100,0.00,32x32x3
random/262,['desk' 'Egyptian cat' 'thatch' 'bullfrog' 'chimpanzee' 'alp' 'cauliflower' 'black stork' 'albatross' 'vestment'],57.60%,True,100,25,10,0.00100,0.00,32x32x3
random/263,['jinrikisha' 'gasmask' 'go-kart' 'remote control' 'cauliflower' 'bucket' 'water tower' 'lifeboat' 'fly' 'seashore'],57.20%,False,100,25,10,0.00100,0.00,32x32x3
random/263,['jinrikisha' 'gasmask' 'go-kart' 'remote control' 'cauliflower' 'bucket' 'water tower' 'lifeboat' 'fly' 'seashore'],59.40%,True,100,25,10,0.00100,0.00,32x32x3
random/264,['tarantula' 'oboe' 'reel' 'bee' 'chest' 'freight car' 'acorn' 'beer bottle' 'mashed potato' 'apron'],56.40%,False,100,25,10,0.00100,0.00,32x32x3
random/264,['tarantula' 'oboe' 'reel' 'bee' 'chest' 'freight car' 'acorn' 'beer bottle' 'mashed potato' 'apron'],56.00%,True,100,25,10,0.00100,0.00,32x32x3
random/265,['sandal' 'jinrikisha' 'guinea pig' 'centipede' 'alp' 'iPod' 'gondola' 'broom' 'Persian cat' 'goldfish'],48.60%,False,100,25,10,0.00100,0.00,32x32x3
random/265,['sandal' 'jinrikisha' 'guinea pig' 'centipede' 'alp' 'iPod' 'gondola' 'broom' 'Persian cat' 'goldfish'],52.00%,True,100,25,10,0.00100,0.00,32x32x3
random/266,['brown bear' 'volleyball' 'sewing machine' 'barn' 'candle' 'miniskirt' 'American alligator' 'pay-phone' 'rugby ball' 'cannon'],55.80%,False,100,25,10,0.00100,0.00,32x32x3
random/266,['brown bear' 'volleyball' 'sewing machine' 'barn' 'candle' 'miniskirt' 'American alligator' 'pay-phone' 'rugby ball' 'cannon'],58.40%,True,100,25,10,0.00100,0.00,32x32x3
random/267,['guinea pig' 'syringe' 'wooden spoon' 'guacamole' 'maypole' 'gondola' 'binoculars' 'basketball' 'spider web' 'steel arch bridge'],49.80%,False,100,25,10,0.00100,0.00,32x32x3
random/267,['guinea pig' 'syringe' 'wooden spoon' 'guacamole' 'maypole' 'gondola' 'binoculars' 'basketball' 'spider web' 'steel arch bridge'],56.00%,True,100,25,10,0.00100,0.00,32x32x3
random/268,['torch' 'tailed frog' 'organ' 'pay-phone' 'boa constrictor' 'barrel' 'Persian cat' 'picket fence' 'sombrero' 'chain'],42.00%,False,100,25,10,0.00100,0.00,32x32x3
random/268,['torch' 'tailed frog' 'organ' 'pay-phone' 'boa constrictor' 'barrel' 'Persian cat' 'picket fence' 'sombrero' 'chain'],48.40%,True,100,25,10,0.00100,0.00,32x32x3
random/269,['umbrella' 'dragonfly' 'spider web' 'viaduct' 'pay-phone' 'Yorkshire terrier' 'cauliflower' 'wok' 'lakeside' 'torch'],56.00%,False,100,25,10,0.00100,0.00,32x32x3
random/269,['umbrella' 'dragonfly' 'spider web' 'viaduct' 'pay-phone' 'Yorkshire terrier' 'cauliflower' 'wok' 'lakeside' 'torch'],54.80%,True,100,25,10,0.00100,0.00,32x32x3
random/270,['apron' 'bikini' 'pop bottle' 'standard poodle' 'beaker' 'plate' 'neck brace' 'water tower' 'swimming trunks' 'backpack'],45.40%,False,100,25,10,0.00100,0.00,32x32x3
random/270,['apron' 'bikini' 'pop bottle' 'standard poodle' 'beaker' 'plate' 'neck brace' 'water tower' 'swimming trunks' 'backpack'],48.60%,True,100,25,10,0.00100,0.00,32x32x3
random/271,['basketball' 'freight car' 'wok' 'vestment' 'spider web' 'beaker' 'scoreboard' 'brain coral' 'altar' 'Labrador retriever'],57.80%,False,100,25,10,0.00100,0.00,32x32x3
random/271,['basketball' 'freight car' 'wok' 'vestment' 'spider web' 'beaker' 'scoreboard' 'brain coral' 'altar' 'Labrador retriever'],63.40%,True,100,25,10,0.00100,0.00,32x32x3
random/272,['dragonfly' 'African elephant' 'monarch' 'CD player' 'limousine' 'trolleybus' 'dugong' 'broom' 'academic gown' 'tabby'],61.00%,False,100,25,10,0.00100,0.00,32x32x3
random/272,['dragonfly' 'African elephant' 'monarch' 'CD player' 'limousine' 'trolleybus' 'dugong' 'broom' 'academic gown' 'tabby'],62.60%,True,100,25,10,0.00100,0.00,32x32x3
random/273,['sulphur butterfly' 'academic gown' 'black stork' 'butcher shop' 'goose' 'fountain' 'goldfish' 'barbershop' 'reel' 'spiny lobster'],56.60%,False,100,25,10,0.00100,0.00,32x32x3
random/273,['sulphur butterfly' 'academic gown' 'black stork' 'butcher shop' 'goose' 'fountain' 'goldfish' 'barbershop' 'reel' 'spiny lobster'],59.20%,True,100,25,10,0.00100,0.00,32x32x3
random/274,['oboe' 'go-kart' 'walking stick' 'abacus' 'jinrikisha' 'goose' 'kimono' 'moving van' 'black stork' 'nail'],51.00%,False,100,25,10,0.00100,0.00,32x32x3
random/274,['oboe' 'go-kart' 'walking stick' 'abacus' 'jinrikisha' 'goose' 'kimono' 'moving van' 'black stork' 'nail'],51.00%,True,100,25,10,0.00100,0.00,32x32x3
random/275,['water jug' 'barn' 'American lobster' 'butcher shop' 'boa constrictor' 'German shepherd' 'king penguin' 'ladybug' 'desk' 'walking stick'],55.00%,False,100,25,10,0.00100,0.00,32x32x3
random/275,['water jug' 'barn' 'American lobster' 'butcher shop' 'boa constrictor' 'German shepherd' 'king penguin' 'ladybug' 'desk' 'walking stick'],54.00%,True,100,25,10,0.00100,0.00,32x32x3
random/276,['oboe' 'pole' 'sulphur butterfly' 'chest' 'water jug' 'torch' 'magnetic compass' 'tailed frog' 'organ' 'orange'],56.80%,False,100,25,10,0.00100,0.00,32x32x3
random/276,['oboe' 'pole' 'sulphur butterfly' 'chest' 'water jug' 'torch' 'magnetic compass' 'tailed frog' 'organ' 'orange'],56.00%,True,100,25,10,0.00100,0.00,32x32x3
random/277,"[""potter's wheel"" 'espresso' 'swimming trunks' 'cougar' 'punching bag' 'chest' 'chain' 'trolleybus' 'freight car' 'apron']",53.40%,False,100,25,10,0.00100,0.00,32x32x3
random/277,"[""potter's wheel"" 'espresso' 'swimming trunks' 'cougar' 'punching bag' 'chest' 'chain' 'trolleybus' 'freight car' 'apron']",54.40%,True,100,25,10,0.00100,0.00,32x32x3
random/278,['albatross' 'potpie' 'freight car' 'cliff dwelling' 'gasmask' 'koala' 'ox' 'chain' 'sea slug' 'volleyball'],57.00%,False,100,25,10,0.00100,0.00,32x32x3
random/278,['albatross' 'potpie' 'freight car' 'cliff dwelling' 'gasmask' 'koala' 'ox' 'chain' 'sea slug' 'volleyball'],60.20%,True,100,25,10,0.00100,0.00,32x32x3
random/279,['brass' 'baboon' 'seashore' 'Persian cat' 'Egyptian cat' 'sports car' 'Chihuahua' 'hog' 'school bus' 'orange'],58.00%,False,100,25,10,0.00100,0.00,32x32x3
random/279,['brass' 'baboon' 'seashore' 'Persian cat' 'Egyptian cat' 'sports car' 'Chihuahua' 'hog' 'school bus' 'orange'],56.40%,True,100,25,10,0.00100,0.00,32x32x3
SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/280,['punching bag' 'tabby' 'academic gown' 'Labrador retriever' 'Egyptian cat' 'dining table' 'space heater' 'chain' 'mushroom' 'bighorn'],38.80%,False,100,25,10,0.00100,0.00,32x32x3
random/280,['punching bag' 'tabby' 'academic gown' 'Labrador retriever' 'Egyptian cat' 'dining table' 'space heater' 'chain' 'mushroom' 'bighorn'],40.00%,True,100,25,10,0.00100,0.00,32x32x3
random/281,['cockroach' 'miniskirt' 'goose' 'boa constrictor' 'tailed frog' 'vestment' 'rugby ball' 'gazelle' 'school bus' 'projectile'],53.00%,False,100,25,10,0.00100,0.00,32x32x3
random/281,['cockroach' 'miniskirt' 'goose' 'boa constrictor' 'tailed frog' 'vestment' 'rugby ball' 'gazelle' 'school bus' 'projectile'],51.00%,True,100,25,10,0.00100,0.00,32x32x3
random/282,['kimono' 'drumstick' 'pole' 'sewing machine' 'steel arch bridge' 'backpack' 'Chihuahua' 'European fire salamander' 'lesser panda' 'viaduct'],48.80%,False,100,25,10,0.00100,0.00,32x32x3
random/282,['kimono' 'drumstick' 'pole' 'sewing machine' 'steel arch bridge' 'backpack' 'Chihuahua' 'European fire salamander' 'lesser panda' 'viaduct'],48.40%,True,100,25,10,0.00100,0.00,32x32x3
random/283,['Egyptian cat' 'tarantula' 'barbershop' 'wok' 'military uniform' 'cougar' 'ladybug' 'organ' 'hourglass' 'potpie'],47.60%,False,100,25,10,0.00100,0.00,32x32x3
random/283,['Egyptian cat' 'tarantula' 'barbershop' 'wok' 'military uniform' 'cougar' 'ladybug' 'organ' 'hourglass' 'potpie'],51.60%,True,100,25,10,0.00100,0.00,32x32x3
random/284,['bullet train' 'desk' 'orangutan' 'rugby ball' 'moving van' 'plate' 'pill bottle' 'punching bag' 'Yorkshire terrier' 'fly'],53.20%,False,100,25,10,0.00100,0.00,32x32x3
random/284,['bullet train' 'desk' 'orangutan' 'rugby ball' 'moving van' 'plate' 'pill bottle' 'punching bag' 'Yorkshire terrier' 'fly'],59.00%,True,100,25,10,0.00100,0.00,32x32x3
random/285,['Chihuahua' 'cockroach' 'jellyfish' 'lion' 'tabby' 'bucket' 'volleyball' 'sewing machine' 'obelisk' 'king penguin'],54.20%,False,100,25,10,0.00100,0.00,32x32x3
random/285,['Chihuahua' 'cockroach' 'jellyfish' 'lion' 'tabby' 'bucket' 'volleyball' 'sewing machine' 'obelisk' 'king penguin'],57.00%,True,100,25,10,0.00100,0.00,32x32x3
random/286,['beaker' 'cauliflower' 'spider web' 'basketball' 'beacon' 'beach wagon' 'dumbbell' 'trilobite' 'cliff' 'limousine'],54.60%,False,100,25,10,0.00100,0.00,32x32x3
random/286,['beaker' 'cauliflower' 'spider web' 'basketball' 'beacon' 'beach wagon' 'dumbbell' 'trilobite' 'cliff' 'limousine'],58.40%,True,100,25,10,0.00100,0.00,32x32x3
