SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/287,['limousine' 'orange' 'lesser panda' 'sports car' 'syringe' 'standard poodle' 'mantis' 'candle' 'snorkel' 'comic book'],57.40%,False,100,25,10,0.00100,0.00,32x32x3
random/287,['limousine' 'orange' 'lesser panda' 'sports car' 'syringe' 'standard poodle' 'mantis' 'candle' 'snorkel' 'comic book'],60.00%,True,100,25,10,0.00100,0.00,32x32x3
random/288,['goldfish' 'beer bottle' 'cardigan' 'bighorn' 'seashore' 'birdhouse' 'wok' 'police van' 'orange' 'barbershop'],61.00%,False,100,25,10,0.00100,0.00,32x32x3
random/288,['goldfish' 'beer bottle' 'cardigan' 'bighorn' 'seashore' 'birdhouse' 'wok' 'police van' 'orange' 'barbershop'],61.80%,True,100,25,10,0.00100,0.00,32x32x3
random/289,['bell pepper' 'syringe' 'meat loaf' 'turnstile' 'lakeside' 'Persian cat' 'tractor' 'walking stick' 'sports car' 'tarantula'],60.60%,False,100,25,10,0.00100,0.00,32x32x3
random/289,['bell pepper' 'syringe' 'meat loaf' 'turnstile' 'lakeside' 'Persian cat' 'tractor' 'walking stick' 'sports car' 'tarantula'],61.80%,True,100,25,10,0.00100,0.00,32x32x3
random/290,['orange' 'espresso' 'koala' 'picket fence' 'meat loaf' 'African elephant' 'wooden spoon' 'Arabian camel' 'bow tie' 'American alligator'],53.20%,False,100,25,10,0.00100,0.00,32x32x3
random/290,['orange' 'espresso' 'koala' 'picket fence' 'meat loaf' 'African elephant' 'wooden spoon' 'Arabian camel' 'bow tie' 'American alligator'],55.80%,True,100,25,10,0.00100,0.00,32x32x3
random/291,['Chihuahua' 'potpie' 'fur coat' 'bison' 'bucket' 'gazelle' 'Egyptian cat' 'lawn mower' 'teapot' 'abacus'],50.20%,False,100,25,10,0.00100,0.00,32x32x3
random/291,['Chihuahua' 'potpie' 'fur coat' 'bison' 'bucket' 'gazelle' 'Egyptian cat' 'lawn mower' 'teapot' 'abacus'],49.60%,True,100,25,10,0.00100,0.00,32x32x3
random/292,['monarch' 'apron' 'poncho' 'crane' 'umbrella' 'punching bag' 'African elephant' 'snail' 'hog' 'pill bottle'],45.60%,False,100,25,10,0.00100,0.00,32x32x3
random/292,['monarch' 'apron' 'poncho' 'crane' 'umbrella' 'punching bag' 'African elephant' 'snail' 'hog' 'pill bottle'],43.00%,True,100,25,10,0.00100,0.00,32x32x3
random/293,['computer keyboard' 'hog' 'bathtub' 'beach wagon' 'African elephant' 'ice lolly' 'water jug' 'dumbbell' 'Labrador retriever' 'rocking chair'],40.80%,False,100,25,10,0.00100,0.00,32x32x3
random/293,['computer keyboard' 'hog' 'bathtub' 'beach wagon' 'African elephant' 'ice lolly' 'water jug' 'dumbbell' 'Labrador retriever' 'rocking chair'],41.40%,True,100,25,10,0.00100,0.00,32x32x3
random/294,['water tower' 'spider web' 'seashore' 'trilobite' 'police van' 'space heater' 'goose' 'teddy' 'European fire salamander' 'Persian cat'],58.60%,False,100,25,10,0.00100,0.00,32x32x3
random/294,['water tower' 'spider web' 'seashore' 'trilobite' 'police van' 'space heater' 'goose' 'teddy' 'European fire salamander' 'Persian cat'],59.20%,True,100,25,10,0.00100,0.00,32x32x3
random/295,['plunger' 'baboon' 'spider web' 'cliff' 'moving van' 'chimpanzee' 'sock' 'space heater' 'flagpole' 'neck brace'],46.40%,False,100,25,10,0.00100,0.00,32x32x3
random/295,['plunger' 'baboon' 'spider web' 'cliff' 'moving van' 'chimpanzee' 'sock' 'space heater' 'flagpole' 'neck brace'],58.00%,True,100,25,10,0.00100,0.00,32x32x3
random/296,['remote control' 'convertible' 'black stork' 'fountain' 'cockroach' 'snorkel' 'walking stick' 'teddy' 'black widow' 'trolleybus'],52.60%,False,100,25,10,0.00100,0.00,32x32x3
random/296,['remote control' 'convertible' 'black stork' 'fountain' 'cockroach' 'snorkel' 'walking stick' 'teddy' 'black widow' 'trolleybus'],57.40%,True,100,25,10,0.00100,0.00,32x32x3
random/297,['brass' 'remote control' 'hog' 'fountain' 'teapot' 'ice lolly' 'magnetic compass' 'dining table' 'European fire salamander' 'binoculars'],51.00%,False,100,25,10,0.00100,0.00,32x32x3
random/297,['brass' 'remote control' 'hog' 'fountain' 'teapot' 'ice lolly' 'magnetic compass' 'dining table' 'European fire salamander' 'binoculars'],44.80%,True,100,25,10,0.00100,0.00,32x32x3
random/298,['Christmas stocking' 'organ' 'lesser panda' 'barbershop' 'reel' 'goose' 'projectile' 'goldfish' 'gazelle' 'sock'],54.80%,False,100,25,10,0.00100,0.00,32x32x3
random/298,['Christmas stocking' 'organ' 'lesser panda' 'barbershop' 'reel' 'goose' 'projectile' 'goldfish' 'gazelle' 'sock'],53.60%,True,100,25,10,0.00100,0.00,32x32x3
random/299,['backpack' 'computer keyboard' 'meat loaf' 'wok' 'mashed potato' 'bucket' 'bee' 'space heater' 'broom' 'brown bear'],46.60%,False,100,25,10,0.00100,0.00,32x32x3
random/299,['backpack' 'computer keyboard' 'meat loaf' 'wok' 'mashed potato' 'bucket' 'bee' 'space heater' 'broom' 'brown bear'],49.00%,True,100,25,10,0.00100,0.00,32x32x3
SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/300,['dining table' 'water tower' 'alp' 'hourglass' 'reel' 'wok' 'hog' 'Persian cat' 'stopwatch' 'neck brace'],48.80%,False,100,25,10,0.00100,0.00,32x32x3
random/300,['dining table' 'water tower' 'alp' 'hourglass' 'reel' 'wok' 'hog' 'Persian cat' 'stopwatch' 'neck brace'],49.20%,True,100,25,10,0.00100,0.00,32x32x3
random/301,['cougar' 'military uniform' 'volleyball' 'Labrador retriever' 'bighorn' 'goose' 'alp' 'walking stick' 'projectile' 'remote control'],39.00%,False,100,25,10,0.00100,0.00,32x32x3
random/301,['cougar' 'military uniform' 'volleyball' 'Labrador retriever' 'bighorn' 'goose' 'alp' 'walking stick' 'projectile' 'remote control'],44.00%,True,100,25,10,0.00100,0.00,32x32x3
random/302,['apron' 'seashore' 'guinea pig' 'limousine' 'dugong' 'butcher shop' 'gasmask' 'black widow' 'gondola' 'cliff'],62.00%,False,100,25,10,0.00100,0.00,32x32x3
random/302,['apron' 'seashore' 'guinea pig' 'limousine' 'dugong' 'butcher shop' 'gasmask' 'black widow' 'gondola' 'cliff'],65.60%,True,100,25,10,0.00100,0.00,32x32x3
random/303,['American alligator' 'bullfrog' 'projectile' 'trolleybus' 'confectionery' 'beer bottle' 'sea slug' 'trilobite' 'Persian cat' 'altar'],47.80%,False,100,25,10,0.00100,0.00,32x32x3
random/303,['American alligator' 'bullfrog' 'projectile' 'trolleybus' 'confectionery' 'beer bottle' 'sea slug' 'trilobite' 'Persian cat' 'altar'],53.40%,True,100,25,10,0.00100,0.00,32x32x3
random/304,['neck brace' 'brain coral' 'butcher shop' 'kimono' 'freight car' 'CD player' 'stopwatch' 'teapot' 'space heater' 'cauliflower'],54.20%,False,100,25,10,0.00100,0.00,32x32x3
random/304,['neck brace' 'brain coral' 'butcher shop' 'kimono' 'freight car' 'CD player' 'stopwatch' 'teapot' 'space heater' 'cauliflower'],57.80%,True,100,25,10,0.00100,0.00,32x32x3
random/305,['American lobster' 'orangutan' 'orange' 'plunger' 'cockroach' 'backpack' 'ice lolly' 'koala' 'barn' 'comic book'],50.80%,False,100,25,10,0.00100,0.00,32x32x3
random/305,['American lobster' 'orangutan' 'orange' 'plunger' 'cockroach' 'backpack' 'ice lolly' 'koala' 'barn' 'comic book'],54.00%,True,100,25,10,0.00100,0.00,32x32x3
random/306,['pretzel' 'golden retriever' 'black stork' 'tailed frog' 'picket fence' 'king penguin' 'European fire salamander' 'butcher shop' 'volleyball' 'potpie'],51.00%,False,100,25,10,0.00100,0.00,32x32x3
random/306,['pretzel' 'golden retriever' 'black stork' 'tailed frog' 'picket fence' 'king penguin' 'European fire salamander' 'butcher shop' 'volleyball' 'potpie'],56.60%,True,100,25,10,0.00100,0.00,32x32x3
random/307,['umbrella' 'chain' 'flagpole' 'bathtub' 'goose' 'jellyfish' 'lakeside' 'sewing machine' 'altar' 'orangutan'],49.00%,False,100,25,10,0.00100,0.00,32x32x3
random/307,['umbrella' 'chain' 'flagpole' 'bathtub' 'goose' 'jellyfish' 'lakeside' 'sewing machine' 'altar' 'orangutan'],56.80%,True,100,25,10,0.00100,0.00,32x32x3
random/308,['pay-phone' 'basketball' 'teapot' 'German shepherd' 'sports car' 'centipede' 'projectile' 'ox' 'cliff dwelling' 'American alligator'],51.80%,False,100,25,10,0.00100,0.00,32x32x3
random/308,['pay-phone' 'basketball' 'teapot' 'German shepherd' 'sports car' 'centipede' 'projectile' 'ox' 'cliff dwelling' 'American alligator'],51.20%,True,100,25,10,0.00100,0.00,32x32x3
random/309,['plunger' 'albatross' 'water jug' 'lampshade' 'abacus' 'sombrero' 'apron' 'parking meter' 'alp' 'birdhouse'],45.80%,False,100,25,10,0.00100,0.00,32x32x3
random/309,['plunger' 'albatross' 'water jug' 'lampshade' 'abacus' 'sombrero' 'apron' 'parking meter' 'alp' 'birdhouse'],42.00%,True,100,25,10,0.00100,0.00,32x32x3
random/310,['slug' 'German shepherd' 'backpack' 'dumbbell' 'hog' 'triumphal arch' 'poncho' 'turnstile' 'American lobster' 'space heater'],43.20%,False,100,25,10,0.00100,0.00,32x32x3
random/310,['slug' 'German shepherd' 'backpack' 'dumbbell' 'hog' 'triumphal arch' 'poncho' 'turnstile' 'American lobster' 'space heater'],43.00%,True,100,25,10,0.00100,0.00,32x32x3
random/311,"['ox' 'beach wagon' ""potter's wheel"" 'bannister' 'mashed potato' 'bathtub' 'cannon' 'umbrella' 'dugong' 'dining table']",51.80%,False,100,25,10,0.00100,0.00,32x32x3
random/311,"['ox' 'beach wagon' ""potter's wheel"" 'bannister' 'mashed potato' 'bathtub' 'cannon' 'umbrella' 'dugong' 'dining table']",49.80%,True,100,25,10,0.00100,0.00,32x32x3
random/312,['dam' 'Yorkshire terrier' 'apron' 'seashore' 'tractor' 'lampshade' 'limousine' 'military uniform' 'snail' 'sombrero'],52.60%,False,100,25,10,0.00100,0.00,32x32x3
random/312,['dam' 'Yorkshire terrier' 'apron' 'seashore' 'tractor' 'lampshade' 'limousine' 'military uniform' 'snail' 'sombrero'],55.40%,True,100,25,10,0.00100,0.00,32x32x3
random/313,['barrel' 'Labrador retriever' 'lemon' 'picket fence' 'kimono' 'go-kart' 'bullfrog' 'brain coral' 'bullet train' 'king penguin'],54.00%,False,100,25,10,0.00100,0.00,32x32x3
random/313,['barrel' 'Labrador retriever' 'lemon' 'picket fence' 'kimono' 'go-kart' 'bullfrog' 'brain coral' 'bullet train' 'king penguin'],60.20%,True,100,25,10,0.00100,0.00,32x32x3
random/314,['alp' 'guinea pig' 'backpack' 'dugong' 'desk' 'wooden spoon' 'dining table' 'lakeside' 'crane' 'slug'],49.60%,False,100,25,10,0.00100,0.00,32x32x3
random/314,['alp' 'guinea pig' 'backpack' 'dugong' 'desk' 'wooden spoon' 'dining table' 'lakeside' 'crane' 'slug'],48.20%,True,100,25,10,0.00100,0.00,32x32x3
random/315,['American lobster' 'dragonfly' 'hourglass' 'European fire salamander' 'butcher shop' 'coral reef' 'turnstile' 'Arabian camel' 'dugong' 'bucket'],56.20%,False,100,25,10,0.00100,0.00,32x32x3
random/315,['American lobster' 'dragonfly' 'hourglass' 'European fire salamander' 'butcher shop' 'coral reef' 'turnstile' 'Arabian camel' 'dugong' 'bucket'],61.60%,True,100,25,10,0.00100,0.00,32x32x3
random/316,['acorn' 'candle' 'golden retriever' 'steel arch bridge' 'projectile' 'tabby' 'tarantula' 'bow tie' 'turnstile' 'cardigan'],49.60%,False,100,25,10,0.00100,0.00,32x32x3
random/316,['acorn' 'candle' 'golden retriever' 'steel arch bridge' 'projectile' 'tabby' 'tarantula' 'bow tie' 'turnstile' 'cardigan'],48.60%,True,100,25,10,0.00100,0.00,32x32x3
random/317,['ladybug' 'pay-phone' 'pizza' 'grasshopper' 'bighorn' 'basketball' 'guacamole' 'comic book' 'thatch' 'stopwatch'],55.80%,False,100,25,10,0.00100,0.00,32x32x3
random/317,['ladybug' 'pay-phone' 'pizza' 'grasshopper' 'bighorn' 'basketball' 'guacamole' 'comic book' 'thatch' 'stopwatch'],65.40%,True,100,25,10,0.00100,0.00,32x32x3
random/318,['comic book' 'drumstick' 'obelisk' 'barn' 'water tower' 'tarantula' 'umbrella' 'Chihuahua' 'spider web' 'bullfrog'],52.80%,False,100,25,10,0.00100,0.00,32x32x3
random/318,['comic book' 'drumstick' 'obelisk' 'barn' 'water tower' 'tarantula' 'umbrella' 'Chihuahua' 'spider web' 'bullfrog'],52.20%,True,100,25,10,0.00100,0.00,32x32x3
random/319,['space heater' 'lifeboat' 'bullet train' 'remote control' 'orangutan' 'bison' 'spider web' 'sewing machine' 'baboon' 'comic book'],59.20%,False,100,25,10,0.00100,0.00,32x32x3
random/319,['space heater' 'lifeboat' 'bullet train' 'remote control' 'orangutan' 'bison' 'spider web' 'sewing machine' 'baboon' 'comic book'],58.40%,True,100,25,10,0.00100,0.00,32x32x3
SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/320,['wok' 'space heater' 'guacamole' 'confectionery' 'sandal' 'desk' 'cockroach' 'walking stick' 'monarch' 'kimono'],51.00%,False,100,25,10,0.00100,0.00,32x32x3
random/320,['wok' 'space heater' 'guacamole' 'confectionery' 'sandal' 'desk' 'cockroach' 'walking stick' 'monarch' 'kimono'],53.40%,True,100,25,10,0.00100,0.00,32x32x3
random/321,['snail' 'fly' 'black stork' 'sports car' 'cash machine' 'desk' 'plunger' 'freight car' 'walking stick' 'tractor'],53.40%,False,100,25,10,0.00100,0.00,32x32x3
random/321,['snail' 'fly' 'black stork' 'sports car' 'cash machine' 'desk' 'plunger' 'freight car' 'walking stick' 'tractor'],53.20%,True,100,25,10,0.00100,0.00,32x32x3
random/322,['torch' 'bison' 'meat loaf' 'lakeside' 'limousine' 'bucket' 'lawn mower' 'lemon' 'dugong' 'barbershop'],67.40%,False,100,25,10,0.00100,0.00,32x32x3
random/322,['torch' 'bison' 'meat loaf' 'lakeside' 'limousine' 'bucket' 'lawn mower' 'lemon' 'dugong' 'barbershop'],63.00%,True,100,25,10,0.00100,0.00,32x32x3
random/323,['sandal' 'gazelle' 'picket fence' 'banana' 'pay-phone' 'torch' 'brain coral' 'golden retriever' 'academic gown' 'ox'],53.80%,False,100,25,10,0.00100,0.00,32x32x3
random/323,['sandal' 'gazelle' 'picket fence' 'banana' 'pay-phone' 'torch' 'brain coral' 'golden retriever' 'academic gown' 'ox'],57.40%,True,100,25,10,0.00100,0.00,32x32x3
random/324,['umbrella' 'sandal' 'picket fence' 'sulphur butterfly' 'apron' 'cockroach' 'lakeside' 'tailed frog' 'centipede' 'tabby'],43.40%,False,100,25,10,0.00100,0.00,32x32x3
random/324,['umbrella' 'sandal' 'picket fence' 'sulphur butterfly' 'apron' 'cockroach' 'lakeside' 'tailed frog' 'centipede' 'tabby'],49.80%,True,100,25,10,0.00100,0.00,32x32x3
random/325,['Labrador retriever' 'academic gown' 'ice lolly' 'Arabian camel' 'cash machine' 'baboon' 'tractor' 'scorpion' 'black widow' 'binoculars'],46.00%,False,100,25,10,0.00100,0.00,32x32x3
random/325,['Labrador retriever' 'academic gown' 'ice lolly' 'Arabian camel' 'cash machine' 'baboon' 'tractor' 'scorpion' 'black widow' 'binoculars'],45.20%,True,100,25,10,0.00100,0.00,32x32x3
random/326,['cauliflower' 'goose' 'lampshade' 'mashed potato' 'seashore' 'butcher shop' 'walking stick' 'nail' 'trolleybus' 'military uniform'],58.20%,False,100,25,10,0.00100,0.00,32x32x3
random/326,['cauliflower' 'goose' 'lampshade' 'mashed potato' 'seashore' 'butcher shop' 'walking stick' 'nail' 'trolleybus' 'military uniform'],60.80%,True,100,25,10,0.00100,0.00,32x32x3
random/327,['dining table' 'boa constrictor' 'dumbbell' 'picket fence' 'torch' 'bannister' 'lion' 'limousine' 'kimono' 'dam'],49.60%,False,100,25,10,0.00100,0.00,32x32x3
random/327,['dining table' 'boa constrictor' 'dumbbell' 'picket fence' 'torch' 'bannister' 'lion' 'limousine' 'kimono' 'dam'],50.20%,True,100,25,10,0.00100,0.00,32x32x3
random/328,['syringe' 'beer bottle' 'grasshopper' 'teapot' 'Chihuahua' 'refrigerator' 'gondola' 'comic book' 'pizza' 'butcher shop'],48.60%,False,100,25,10,0.00100,0.00,32x32x3
random/328,['syringe' 'beer bottle' 'grasshopper' 'teapot' 'Chihuahua' 'refrigerator' 'gondola' 'comic book' 'pizza' 'butcher shop'],52.00%,True,100,25,10,0.00100,0.00,32x32x3
random/329,['miniskirt' 'lesser panda' 'trilobite' 'pill bottle' 'bow tie' 'Labrador retriever' 'tractor' 'brain coral' 'seashore' 'gondola'],50.00%,False,100,25,10,0.00100,0.00,32x32x3
random/329,['miniskirt' 'lesser panda' 'trilobite' 'pill bottle' 'bow tie' 'Labrador retriever' 'tractor' 'brain coral' 'seashore' 'gondola'],58.80%,True,100,25,10,0.00100,0.00,32x32x3
random/330,['crane' 'walking stick' 'military uniform' 'convertible' 'lifeboat' 'triumphal arch' 'king penguin' 'plunger' 'lawn mower' 'American alligator'],55.80%,False,100,25,10,0.00100,0.00,32x32x3
random/330,['crane' 'walking stick' 'military uniform' 'convertible' 'lifeboat' 'triumphal arch' 'king penguin' 'plunger' 'lawn mower' 'American alligator'],56.60%,True,100,25,10,0.00100,0.00,32x32x3
random/331,['sandal' 'pop bottle' 'go-kart' 'chimpanzee' 'dining table' 'cliff dwelling' 'grasshopper' 'pill bottle' 'monarch' 'flagpole'],52.40%,False,100,25,10,0.00100,0.00,32x32x3
random/331,['sandal' 'pop bottle' 'go-kart' 'chimpanzee' 'dining table' 'cliff dwelling' 'grasshopper' 'pill bottle' 'monarch' 'flagpole'],59.60%,True,100,25,10,0.00100,0.00,32x32x3
random/332,['bighorn' 'cannon' 'plate' 'gondola' 'ice lolly' 'pill bottle' 'espresso' 'spiny lobster' 'bow tie' 'gasmask'],46.60%,False,100,25,10,0.00100,0.00,32x32x3
random/332,['bighorn' 'cannon' 'plate' 'gondola' 'ice lolly' 'pill bottle' 'espresso' 'spiny lobster' 'bow tie' 'gasmask'],49.80%,True,100,25,10,0.00100,0.00,32x32x3
random/333,['sunglasses' 'golden retriever' 'dumbbell' 'grasshopper' 'wok' 'nail' 'syringe' 'gasmask' 'tabby' 'bell pepper'],44.20%,False,100,25,10,0.00100,0.00,32x32x3
random/333,['sunglasses' 'golden retriever' 'dumbbell' 'grasshopper' 'wok' 'nail' 'syringe' 'gasmask' 'tabby' 'bell pepper'],47.20%,True,100,25,10,0.00100,0.00,32x32x3
random/334,['sunglasses' 'standard poodle' 'tailed frog' 'frying pan' 'bannister' 'nail' 'obelisk' 'Persian cat' 'poncho' 'German shepherd'],46.80%,False,100,25,10,0.00100,0.00,32x32x3
random/334,['sunglasses' 'standard poodle' 'tailed frog' 'frying pan' 'bannister' 'nail' 'obelisk' 'Persian cat' 'poncho' 'German shepherd'],51.60%,True,100,25,10,0.00100,0.00,32x32x3
random/335,['torch' 'American lobster' 'vestment' 'Labrador retriever' 'lakeside' 'pizza' 'mashed potato' 'jinrikisha' 'flagpole' 'Christmas stocking'],61.80%,False,100,25,10,0.00100,0.00,32x32x3
random/335,['torch' 'American lobster' 'vestment' 'Labrador retriever' 'lakeside' 'pizza' 'mashed potato' 'jinrikisha' 'flagpole' 'Christmas stocking'],62.60%,True,100,25,10,0.00100,0.00,32x32x3
random/336,['golden retriever' 'umbrella' 'desk' 'pill bottle' 'candle' 'military uniform' 'brain coral' 'wok' 'dugong' 'sock'],54.80%,False,100,25,10,0.00100,0.00,32x32x3
random/336,['golden retriever' 'umbrella' 'desk' 'pill bottle' 'candle' 'military uniform' 'brain coral' 'wok' 'dugong' 'sock'],55.60%,True,100,25,10,0.00100,0.00,32x32x3
random/337,['acorn' 'barrel' 'Persian cat' 'jinrikisha' 'abacus' 'chest' 'pole' 'potpie' 'gondola' 'tarantula'],54.60%,False,100,25,10,0.00100,0.00,32x32x3
random/337,['acorn' 'barrel' 'Persian cat' 'jinrikisha' 'abacus' 'chest' 'pole' 'potpie' 'gondola' 'tarantula'],52.20%,True,100,25,10,0.00100,0.00,32x32x3
random/338,['space heater' 'miniskirt' 'police van' 'acorn' 'bullet train' 'snail' 'bighorn' 'black widow' 'mushroom' 'ice cream'],55.40%,False,100,25,10,0.00100,0.00,32x32x3
random/338,['space heater' 'miniskirt' 'police van' 'acorn' 'bullet train' 'snail' 'bighorn' 'black widow' 'mushroom' 'ice cream'],57.20%,True,100,25,10,0.00100,0.00,32x32x3
random/339,['syringe' 'lawn mower' 'bikini' 'scorpion' 'backpack' 'plunger' 'bullet train' 'spiny lobster' 'beaker' 'space heater'],48.80%,False,100,25,10,0.00100,0.00,32x32x3
random/339,['syringe' 'lawn mower' 'bikini' 'scorpion' 'backpack' 'plunger' 'bullet train' 'spiny lobster' 'beaker' 'space heater'],49.80%,True,100,25,10,0.00100,0.00,32x32x3
SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/340,['slug' 'beacon' 'brown bear' 'hourglass' 'boa constrictor' 'coral reef' 'standard poodle' 'sulphur butterfly' 'bee' 'cliff'],56.60%,False,100,25,10,0.00100,0.00,32x32x3
random/340,['slug' 'beacon' 'brown bear' 'hourglass' 'boa constrictor' 'coral reef' 'standard poodle' 'sulphur butterfly' 'bee' 'cliff'],54.00%,True,100,25,10,0.00100,0.00,32x32x3
random/341,['miniskirt' 'German shepherd' 'koala' 'dining table' 'dumbbell' 'syringe' 'cougar' 'kimono' 'mashed potato' 'butcher shop'],47.40%,False,100,25,10,0.00100,0.00,32x32x3
random/341,['miniskirt' 'German shepherd' 'koala' 'dining table' 'dumbbell' 'syringe' 'cougar' 'kimono' 'mashed potato' 'butcher shop'],48.20%,True,100,25,10,0.00100,0.00,32x32x3
random/342,['cliff dwelling' 'kimono' 'magnetic compass' 'refrigerator' 'stopwatch' 'pill bottle' 'cougar' 'snail' 'bucket' 'sock'],39.00%,False,100,25,10,0.00100,0.00,32x32x3
random/342,['cliff dwelling' 'kimono' 'magnetic compass' 'refrigerator' 'stopwatch' 'pill bottle' 'cougar' 'snail' 'bucket' 'sock'],42.00%,True,100,25,10,0.00100,0.00,32x32x3
random/343,['brass' 'Labrador retriever' 'centipede' 'ladybug' 'lifeboat' 'cliff dwelling' 'altar' 'African elephant' 'snail' 'gazelle'],54.20%,False,100,25,10,0.00100,0.00,32x32x3
random/343,['brass' 'Labrador retriever' 'centipede' 'ladybug' 'lifeboat' 'cliff dwelling' 'altar' 'African elephant' 'snail' 'gazelle'],52.00%,True,100,25,10,0.00100,0.00,32x32x3
